Unit price,Quantity,Tax 5%,Total,cogs,gross margin percentage,gross income
48.63,4,9.726,204.246,194.52,4.761904762,9.726
57.74,3,8.661,181.881,173.22,4.761904762,8.661
17.97,4,3.594,75.474,71.88,4.761904762,3.594
47.71,6,14.313,300.573,286.26,4.761904762,14.313
40.62,2,4.062,85.302,81.24,4.761904762,4.062
56.04,10,28.02,588.42,560.4,4.761904762,28.02
93.4,2,9.34,196.14,186.8,4.761904762,9.34
73.41,3,11.0115,231.2415,220.23,4.761904762,11.0115
33.64,8,13.456,282.576,269.12,4.761904762,13.456
45.48,10,22.74,477.54,454.8,4.761904762,22.74
83.77,2,8.377,175.917,167.54,4.761904762,8.377
64.08,7,22.428,470.988,448.56,4.761904762,22.428
73.47,4,14.694,308.574,293.88,4.761904762,14.694
58.95,10,29.475,618.975,589.5,4.761904762,29.475
48.5,6,14.55,305.55,291,4.761904762,14.55
39.48,1,1.974,41.454,39.48,4.761904762,1.974
34.81,1,1.7405,36.5505,34.81,4.761904762,1.7405
49.32,6,14.796,310.716,295.92,4.761904762,14.796
21.48,2,2.148,45.108,42.96,4.761904762,2.148
23.08,6,6.924,145.404,138.48,4.761904762,6.924
49.1,2,4.91,103.11,98.2,4.761904762,4.91
64.83,2,6.483,136.143,129.66,4.761904762,6.483
63.56,10,31.78,667.38,635.6,4.761904762,31.78
72.88,2,7.288,153.048,145.76,4.761904762,7.288
67.1,3,10.065,211.365,201.3,4.761904762,10.065
70.19,9,31.5855,663.2955,631.71,4.761904762,31.5855
55.04,7,19.264,404.544,385.28,4.761904762,19.264
48.63,10,24.315,510.615,486.3,4.761904762,24.315
73.38,7,25.683,539.343,513.66,4.761904762,25.683
52.6,9,23.67,497.07,473.4,4.761904762,23.67
87.37,5,21.8425,458.6925,436.85,4.761904762,21.8425
27.04,4,5.408,113.568,108.16,4.761904762,5.408
62.19,4,12.438,261.198,248.76,4.761904762,12.438
69.58,9,31.311,657.531,626.22,4.761904762,31.311
97.5,10,48.75,1023.75,975,4.761904762,48.75
60.41,8,24.164,507.444,483.28,4.761904762,24.164
32.32,3,4.848,101.808,96.96,4.761904762,4.848
19.77,10,9.885,207.585,197.7,4.761904762,9.885
80.47,9,36.2115,760.4415,724.23,4.761904762,36.2115
88.39,9,39.7755,835.2855,795.51,4.761904762,39.7755
71.77,7,25.1195,527.5095,502.39,4.761904762,25.1195
43,4,8.6,180.6,172,4.761904762,8.6
68.98,1,3.449,72.429,68.98,4.761904762,3.449
15.62,8,6.248,131.208,124.96,4.761904762,6.248
25.7,3,3.855,80.955,77.1,4.761904762,3.855
80.62,6,24.186,507.906,483.72,4.761904762,24.186
75.53,4,15.106,317.226,302.12,4.761904762,15.106
77.63,9,34.9335,733.6035,698.67,4.761904762,34.9335
13.85,9,6.2325,130.8825,124.65,4.761904762,6.2325
98.7,8,39.48,829.08,789.6,4.761904762,39.48
35.68,5,8.92,187.32,178.4,4.761904762,8.92
71.46,7,25.011,525.231,500.22,4.761904762,25.011
11.94,3,1.791,37.611,35.82,4.761904762,1.791
45.38,3,6.807,142.947,136.14,4.761904762,6.807
17.48,6,5.244,110.124,104.88,4.761904762,5.244
25.56,7,8.946,187.866,178.92,4.761904762,8.946
90.63,9,40.7835,856.4535,815.67,4.761904762,40.7835
44.12,3,6.618,138.978,132.36,4.761904762,6.618
36.77,7,12.8695,270.2595,257.39,4.761904762,12.8695
23.34,4,4.668,98.028,93.36,4.761904762,4.668
28.5,8,11.4,239.4,228,4.761904762,11.4
55.57,3,8.3355,175.0455,166.71,4.761904762,8.3355
69.74,10,34.87,732.27,697.4,4.761904762,34.87
97.26,4,19.452,408.492,389.04,4.761904762,19.452
52.18,7,18.263,383.523,365.26,4.761904762,18.263
22.32,4,4.464,93.744,89.28,4.761904762,4.464
56,3,8.4,176.4,168,4.761904762,8.4
19.7,1,0.985,20.685,19.7,4.761904762,0.985
75.88,7,26.558,557.718,531.16,4.761904762,26.558
53.72,1,2.686,56.406,53.72,4.761904762,2.686
81.95,10,40.975,860.475,819.5,4.761904762,40.975
81.2,7,28.42,596.82,568.4,4.761904762,28.42
58.76,10,29.38,616.98,587.6,4.761904762,29.38
91.56,8,36.624,769.104,732.48,4.761904762,36.624
93.96,9,42.282,887.922,845.64,4.761904762,42.282
55.61,7,19.4635,408.7335,389.27,4.761904762,19.4635
84.83,1,4.2415,89.0715,84.83,4.761904762,4.2415
71.63,2,7.163,150.423,143.26,4.761904762,7.163
37.69,2,3.769,79.149,75.38,4.761904762,3.769
31.67,8,12.668,266.028,253.36,4.761904762,12.668
38.42,1,1.921,40.341,38.42,4.761904762,1.921
65.23,10,32.615,684.915,652.3,4.761904762,32.615
10.53,5,2.6325,55.2825,52.65,4.761904762,2.6325
12.29,9,5.5305,116.1405,110.61,4.761904762,5.5305
81.23,7,28.4305,597.0405,568.61,4.761904762,28.4305
22.32,4,4.464,93.744,89.28,4.761904762,4.464
27.28,5,6.82,143.22,136.4,4.761904762,6.82
17.42,10,8.71,182.91,174.2,4.761904762,8.71
73.28,5,18.32,384.72,366.4,4.761904762,18.32
84.87,3,12.7305,267.3405,254.61,4.761904762,12.7305
97.29,8,38.916,817.236,778.32,4.761904762,38.916
35.74,8,14.296,300.216,285.92,4.761904762,14.296
96.52,6,28.956,608.076,579.12,4.761904762,28.956
18.85,10,9.425,197.925,188.5,4.761904762,9.425
55.39,4,11.078,232.638,221.56,4.761904762,11.078
77.2,10,38.6,810.6,772,4.761904762,38.6
72.13,10,36.065,757.365,721.3,4.761904762,36.065
63.88,8,25.552,536.592,511.04,4.761904762,25.552
10.69,5,2.6725,56.1225,53.45,4.761904762,2.6725
55.5,4,11.1,233.1,222,4.761904762,11.1
95.46,8,38.184,801.864,763.68,4.761904762,38.184
76.06,3,11.409,239.589,228.18,4.761904762,11.409
13.69,6,4.107,86.247,82.14,4.761904762,4.107
95.64,4,19.128,401.688,382.56,4.761904762,19.128
11.43,6,3.429,72.009,68.58,4.761904762,3.429
95.54,4,19.108,401.268,382.16,4.761904762,19.108
85.87,7,30.0545,631.1445,601.09,4.761904762,30.0545
67.99,7,23.7965,499.7265,475.93,4.761904762,23.7965
52.42,1,2.621,55.041,52.42,4.761904762,2.621
65.65,2,6.565,137.865,131.3,4.761904762,6.565
28.86,5,7.215,151.515,144.3,4.761904762,7.215
65.31,7,22.8585,480.0285,457.17,4.761904762,22.8585
93.38,1,4.669,98.049,93.38,4.761904762,4.669
25.25,5,6.3125,132.5625,126.25,4.761904762,6.3125
87.87,9,39.5415,830.3715,790.83,4.761904762,39.5415
21.8,8,8.72,183.12,174.4,4.761904762,8.72
94.76,4,18.952,397.992,379.04,4.761904762,18.952
30.62,1,1.531,32.151,30.62,4.761904762,1.531
44.01,8,17.604,369.684,352.08,4.761904762,17.604
10.16,5,2.54,53.34,50.8,4.761904762,2.54
74.58,7,26.103,548.163,522.06,4.761904762,26.103
71.89,8,28.756,603.876,575.12,4.761904762,28.756
10.99,5,2.7475,57.6975,54.95,4.761904762,2.7475
60.47,3,9.0705,190.4805,181.41,4.761904762,9.0705
58.91,7,20.6185,432.9885,412.37,4.761904762,20.6185
46.41,1,2.3205,48.7305,46.41,4.761904762,2.3205
68.55,4,13.71,287.91,274.2,4.761904762,13.71
97.37,10,48.685,1022.385,973.7,4.761904762,48.685
92.6,7,32.41,680.61,648.2,4.761904762,32.41
46.61,2,4.661,97.881,93.22,4.761904762,4.661
27.18,2,2.718,57.078,54.36,4.761904762,2.718
60.87,1,3.0435,63.9135,60.87,4.761904762,3.0435
24.49,10,12.245,257.145,244.9,4.761904762,12.245
92.78,1,4.639,97.419,92.78,4.761904762,4.639
86.69,5,21.6725,455.1225,433.45,4.761904762,21.6725
23.01,6,6.903,144.963,138.06,4.761904762,6.903
30.2,8,12.08,253.68,241.6,4.761904762,12.08
67.39,7,23.5865,495.3165,471.73,4.761904762,23.5865
48.96,9,22.032,462.672,440.64,4.761904762,22.032
75.59,9,34.0155,714.3255,680.31,4.761904762,34.0155
77.47,4,15.494,325.374,309.88,4.761904762,15.494
93.18,2,9.318,195.678,186.36,4.761904762,9.318
50.23,4,10.046,210.966,200.92,4.761904762,10.046
17.75,1,0.8875,18.6375,17.75,4.761904762,0.8875
62.18,10,31.09,652.89,621.8,4.761904762,31.09
10.75,8,4.3,90.3,86,4.761904762,4.3
40.26,10,20.13,422.73,402.6,4.761904762,20.13
64.97,5,16.2425,341.0925,324.85,4.761904762,16.2425
95.15,1,4.7575,99.9075,95.15,4.761904762,4.7575
48.62,8,19.448,408.408,388.96,4.761904762,19.448
53.21,8,21.284,446.964,425.68,4.761904762,21.284
45.44,7,15.904,333.984,318.08,4.761904762,15.904
33.88,8,13.552,284.592,271.04,4.761904762,13.552
96.16,4,19.232,403.872,384.64,4.761904762,19.232
47.16,5,11.79,247.59,235.8,4.761904762,11.79
52.89,4,10.578,222.138,211.56,4.761904762,10.578
47.68,2,4.768,100.128,95.36,4.761904762,4.768
10.17,1,0.5085,10.6785,10.17,4.761904762,0.5085
68.71,3,10.3065,216.4365,206.13,4.761904762,10.3065
60.08,7,21.028,441.588,420.56,4.761904762,21.028
22.01,4,4.402,92.442,88.04,4.761904762,4.402
72.11,9,32.4495,681.4395,648.99,4.761904762,32.4495
41.28,3,6.192,130.032,123.84,4.761904762,6.192
64.95,10,32.475,681.975,649.5,4.761904762,32.475
74.22,10,37.11,779.31,742.2,4.761904762,37.11
10.56,8,4.224,88.704,84.48,4.761904762,4.224
62.57,4,12.514,262.794,250.28,4.761904762,12.514
11.85,8,4.74,99.54,94.8,4.761904762,4.74
91.3,1,4.565,95.865,91.3,4.761904762,4.565
40.73,7,14.2555,299.3655,285.11,4.761904762,14.2555
52.38,1,2.619,54.999,52.38,4.761904762,2.619
38.54,5,9.635,202.335,192.7,4.761904762,9.635
44.63,6,13.389,281.169,267.78,4.761904762,13.389
55.87,10,27.935,586.635,558.7,4.761904762,27.935
29.22,6,8.766,184.086,175.32,4.761904762,8.766
51.94,3,7.791,163.611,155.82,4.761904762,7.791
60.3,1,3.015,63.315,60.3,4.761904762,3.015
39.47,2,3.947,82.887,78.94,4.761904762,3.947
14.87,2,1.487,31.227,29.74,4.761904762,1.487
21.32,1,1.066,22.386,21.32,4.761904762,1.066
93.78,3,14.067,295.407,281.34,4.761904762,14.067
73.26,1,3.663,76.923,73.26,4.761904762,3.663
22.38,1,1.119,23.499,22.38,4.761904762,1.119
72.88,9,32.796,688.716,655.92,4.761904762,32.796
99.1,6,29.73,624.33,594.6,4.761904762,29.73
74.1,1,3.705,77.805,74.1,4.761904762,3.705
98.48,2,9.848,206.808,196.96,4.761904762,9.848
53.19,7,18.6165,390.9465,372.33,4.761904762,18.6165
52.79,10,26.395,554.295,527.9,4.761904762,26.395
95.95,5,23.9875,503.7375,479.75,4.761904762,23.9875
36.51,9,16.4295,345.0195,328.59,4.761904762,16.4295
21.12,8,8.448,177.408,168.96,4.761904762,8.448
28.31,4,5.662,118.902,113.24,4.761904762,5.662
57.59,6,17.277,362.817,345.54,4.761904762,17.277
47.63,9,21.4335,450.1035,428.67,4.761904762,21.4335
86.27,1,4.3135,90.5835,86.27,4.761904762,4.3135
12.76,2,1.276,26.796,25.52,4.761904762,1.276
11.28,9,5.076,106.596,101.52,4.761904762,5.076
51.07,7,17.8745,375.3645,357.49,4.761904762,17.8745
79.59,3,11.9385,250.7085,238.77,4.761904762,11.9385
33.81,3,5.0715,106.5015,101.43,4.761904762,5.0715
90.53,8,36.212,760.452,724.24,4.761904762,36.212
62.82,2,6.282,131.922,125.64,4.761904762,6.282
24.31,3,3.6465,76.5765,72.93,4.761904762,3.6465
64.59,4,12.918,271.278,258.36,4.761904762,12.918
24.82,7,8.687,182.427,173.74,4.761904762,8.687
56.5,1,2.825,59.325,56.5,4.761904762,2.825
21.43,10,10.715,225.015,214.3,4.761904762,10.715
89.06,6,26.718,561.078,534.36,4.761904762,26.718
23.29,4,4.658,97.818,93.16,4.761904762,4.658
65.26,8,26.104,548.184,522.08,4.761904762,26.104
52.35,1,2.6175,54.9675,52.35,4.761904762,2.6175
39.75,1,1.9875,41.7375,39.75,4.761904762,1.9875
90.02,8,36.008,756.168,720.16,4.761904762,36.008
12.1,8,4.84,101.64,96.8,4.761904762,4.84
33.21,10,16.605,348.705,332.1,4.761904762,16.605
10.18,8,4.072,85.512,81.44,4.761904762,4.072
31.99,10,15.995,335.895,319.9,4.761904762,15.995
34.42,6,10.326,216.846,206.52,4.761904762,10.326
83.34,2,8.334,175.014,166.68,4.761904762,8.334
45.58,7,15.953,335.013,319.06,4.761904762,15.953
87.9,1,4.395,92.295,87.9,4.761904762,4.395
73.47,10,36.735,771.435,734.7,4.761904762,36.735
12.19,8,4.876,102.396,97.52,4.761904762,4.876
76.92,10,38.46,807.66,769.2,4.761904762,38.46
83.66,5,20.915,439.215,418.3,4.761904762,20.915
57.91,8,23.164,486.444,463.28,4.761904762,23.164
92.49,5,23.1225,485.5725,462.45,4.761904762,23.1225
28.38,5,7.095,148.995,141.9,4.761904762,7.095
50.45,6,15.135,317.835,302.7,4.761904762,15.135
99.16,8,39.664,832.944,793.28,4.761904762,39.664
60.74,7,21.259,446.439,425.18,4.761904762,21.259
47.27,6,14.181,297.801,283.62,4.761904762,14.181
85.6,7,29.96,629.16,599.2,4.761904762,29.96
35.04,9,15.768,331.128,315.36,4.761904762,15.768
44.84,9,20.178,423.738,403.56,4.761904762,20.178
45.97,4,9.194,193.074,183.88,4.761904762,9.194
27.73,5,6.9325,145.5825,138.65,4.761904762,6.9325
11.53,7,4.0355,84.7455,80.71,4.761904762,4.0355
58.32,2,5.832,122.472,116.64,4.761904762,5.832
78.38,4,15.676,329.196,313.52,4.761904762,15.676
84.61,10,42.305,888.405,846.1,4.761904762,42.305
82.88,5,20.72,435.12,414.4,4.761904762,20.72
79.54,2,7.954,167.034,159.08,4.761904762,7.954
49.01,10,24.505,514.605,490.1,4.761904762,24.505
29.15,3,4.3725,91.8225,87.45,4.761904762,4.3725
56.13,4,11.226,235.746,224.52,4.761904762,11.226
93.12,8,37.248,782.208,744.96,4.761904762,37.248
51.34,8,20.536,431.256,410.72,4.761904762,20.536
99.6,3,14.94,313.74,298.8,4.761904762,14.94
35.49,6,10.647,223.587,212.94,4.761904762,10.647
42.85,1,2.1425,44.9925,42.85,4.761904762,2.1425
94.67,4,18.934,397.614,378.68,4.761904762,18.934
68.97,3,10.3455,217.2555,206.91,4.761904762,10.3455
26.26,3,3.939,82.719,78.78,4.761904762,3.939
35.79,9,16.1055,338.2155,322.11,4.761904762,16.1055
16.37,6,4.911,103.131,98.22,4.761904762,4.911
12.73,2,1.273,26.733,25.46,4.761904762,1.273
83.14,7,29.099,611.079,581.98,4.761904762,29.099
35.22,6,10.566,221.886,211.32,4.761904762,10.566
13.78,4,2.756,57.876,55.12,4.761904762,2.756
88.31,1,4.4155,92.7255,88.31,4.761904762,4.4155
39.62,9,17.829,374.409,356.58,4.761904762,17.829
88.25,9,39.7125,833.9625,794.25,4.761904762,39.7125
25.31,2,2.531,53.151,50.62,4.761904762,2.531
99.92,6,29.976,629.496,599.52,4.761904762,29.976
83.35,2,8.335,175.035,166.7,4.761904762,8.335
74.44,10,37.22,781.62,744.4,4.761904762,37.22
64.08,7,22.428,470.988,448.56,4.761904762,22.428
63.15,6,18.945,397.845,378.9,4.761904762,18.945
85.72,3,12.858,270.018,257.16,4.761904762,12.858
78.89,7,27.6115,579.8415,552.23,4.761904762,27.6115
89.48,5,22.37,469.77,447.4,4.761904762,22.37
92.09,3,13.8135,290.0835,276.27,4.761904762,13.8135
57.29,6,17.187,360.927,343.74,4.761904762,17.187
66.52,4,13.304,279.384,266.08,4.761904762,13.304
99.82,9,44.919,943.299,898.38,4.761904762,44.919
45.68,10,22.84,479.64,456.8,4.761904762,22.84
50.79,5,12.6975,266.6475,253.95,4.761904762,12.6975
10.08,7,3.528,74.088,70.56,4.761904762,3.528
93.88,7,32.858,690.018,657.16,4.761904762,32.858
84.25,2,8.425,176.925,168.5,4.761904762,8.425
53.78,1,2.689,56.469,53.78,4.761904762,2.689
35.81,5,8.9525,188.0025,179.05,4.761904762,8.9525
26.43,8,10.572,222.012,211.44,4.761904762,10.572
39.91,3,5.9865,125.7165,119.73,4.761904762,5.9865
21.9,3,3.285,68.985,65.7,4.761904762,3.285
62.85,4,12.57,263.97,251.4,4.761904762,12.57
21.04,4,4.208,88.368,84.16,4.761904762,4.208
65.91,6,19.773,415.233,395.46,4.761904762,19.773
42.57,7,14.8995,312.8895,297.99,4.761904762,14.8995
50.49,9,22.7205,477.1305,454.41,4.761904762,22.7205
46.02,6,13.806,289.926,276.12,4.761904762,13.806
15.8,10,7.9,165.9,158,4.761904762,7.9
98.66,9,44.397,932.337,887.94,4.761904762,44.397
91.98,1,4.599,96.579,91.98,4.761904762,4.599
20.89,2,2.089,43.869,41.78,4.761904762,2.089
15.5,1,0.775,16.275,15.5,4.761904762,0.775
96.82,3,14.523,304.983,290.46,4.761904762,14.523
33.33,2,3.333,69.993,66.66,4.761904762,3.333
38.27,2,3.827,80.367,76.54,4.761904762,3.827
33.3,9,14.985,314.685,299.7,4.761904762,14.985
81.01,3,12.1515,255.1815,243.03,4.761904762,12.1515
15.8,3,2.37,49.77,47.4,4.761904762,2.37
34.49,5,8.6225,181.0725,172.45,4.761904762,8.6225
84.63,10,42.315,888.615,846.3,4.761904762,42.315
36.91,7,12.9185,271.2885,258.37,4.761904762,12.9185
87.08,7,30.478,640.038,609.56,4.761904762,30.478
80.08,3,12.012,252.252,240.24,4.761904762,12.012
86.13,2,8.613,180.873,172.26,4.761904762,8.613
49.92,2,4.992,104.832,99.84,4.761904762,4.992
74.66,4,14.932,313.572,298.64,4.761904762,14.932
26.6,6,7.98,167.58,159.6,4.761904762,7.98
25.45,1,1.2725,26.7225,25.45,4.761904762,1.2725
67.77,1,3.3885,71.1585,67.77,4.761904762,3.3885
59.59,4,11.918,250.278,238.36,4.761904762,11.918
58.15,4,11.63,244.23,232.6,4.761904762,11.63
97.48,9,43.866,921.186,877.32,4.761904762,43.866
99.96,7,34.986,734.706,699.72,4.761904762,34.986
96.37,7,33.7295,708.3195,674.59,4.761904762,33.7295
63.71,5,15.9275,334.4775,318.55,4.761904762,15.9275
14.76,2,1.476,30.996,29.52,4.761904762,1.476
62,8,24.8,520.8,496,4.761904762,24.8
82.34,10,41.17,864.57,823.4,4.761904762,41.17
75.37,8,30.148,633.108,602.96,4.761904762,30.148
56.56,5,14.14,296.94,282.8,4.761904762,14.14
76.6,10,38.3,804.3,766,4.761904762,38.3
58.03,2,5.803,121.863,116.06,4.761904762,5.803
17.49,10,8.745,183.645,174.9,4.761904762,8.745
60.95,1,3.0475,63.9975,60.95,4.761904762,3.0475
40.35,1,2.0175,42.3675,40.35,4.761904762,2.0175
97.38,10,48.69,1022.49,973.8,4.761904762,48.69
31.84,1,1.592,33.432,31.84,4.761904762,1.592
65.82,1,3.291,69.111,65.82,4.761904762,3.291
88.34,7,30.919,649.299,618.38,4.761904762,30.919
